transaction_id,customer_id,date,merchant,category,transaction_type,amount,payment_method,status
TXN-200541,CUST-1008,2026-02-25,Metro,Travel,DEBIT,1678.71,Credit Card,SUCCESS
TXN-200542,CUST-1096,2026-01-15,MakeMyTrip,Travel,DEBIT,6764.57,Debit Card,PENDING
TXN-200543,CUST-1081,2026-07-29,Zomato,Food & Dining,DEBIT,2631.86,Debit Card,SUCCESS
TXN-200544,CUST-1069,2026-01-02,Domino's,Food & Dining,DEBIT,4208.08,UPI,SUCCESS
TXN-200545,CUST-1039,2026-03-07,Indane Gas,Bills & Utilities,DEBIT,3218.78,Net Banking,SUCCESS
TXN-200546,CUST-1111,2026-03-20,Ajio,Shopping,DEBIT,6435.58,Credit Card,SUCCESS
TXN-200547,CUST-1069,2026-02-03,Blinkit,Food & Dining,DEBIT,3053.08,Net Banking,SUCCESS
TXN-200548,CUST-1047,2026-07-01,IRCTC,Travel,DEBIT,1682.1,UPI,SUCCESS
TXN-200549,CUST-1053,2026-01-03,Rapido,Travel,DEBIT,6604.76,UPI,SUCCESS
TXN-200550,CUST-1026,2026-07-23,Decathlon,Shopping,DEBIT,1753.98,Net Banking,SUCCESS
TXN-200551,CUST-1113,2026-07-06,Myntra,Shopping,DEBIT,555.96,Net Banking,SUCCESS
TXN-200552,CUST-1111,2026-02-01,Swiggy,Food & Dining,DEBIT,6532.94,Net Banking,SUCCESS
TXN-200553,CUST-1103,2026-07-04,Ola,Travel,DEBIT,4035.91,Credit Card,SUCCESS
TXN-200554,CUST-1019,2026-05-17,Spotify,Entertainment,DEBIT,4178.23,Net Banking,SUCCESS
TXN-200555,CUST-1007,2026-07-20,Haldiram's,Food & Dining,DEBIT,1867.78,Credit Card,SUCCESS
TXN-200556,CUST-1020,2026-04-24,Airtel,Bills & Utilities,DEBIT,7398.46,Debit Card,SUCCESS
TXN-200557,CUST-1098,2026-08-03,Myntra,Shopping,DEBIT,7010.28,Credit Card,SUCCESS
TXN-200558,CUST-1117,2026-07-04,Domino's,Food & Dining,DEBIT,2662.7,Debit Card,SUCCESS
TXN-200559,CUST-1030,2026-07-24,Water Bill,Bills & Utilities,DEBIT,7795.97,Credit Card,SUCCESS
TXN-200560,CUST-1084,2026-06-14,Croma,Shopping,DEBIT,5584.12,Debit Card,SUCCESS
TXN-200561,CUST-1043,2026-07-06,Blinkit,Food & Dining,DEBIT,3270.85,UPI,SUCCESS
TXN-200562,CUST-1027,2026-02-01,Indane Gas,Bills & Utilities,DEBIT,4258.05,Credit Card,SUCCESS
TXN-200563,CUST-1064,2026-01-05,Airtel,Bills & Utilities,DEBIT,1684.03,Credit Card,SUCCESS
TXN-200564,CUST-1097,2026-06-03,Uber,Travel,DEBIT,1690.47,Net Banking,SUCCESS
TXN-200565,CUST-1030,2026-07-15,BookMyShow,Entertainment,DEBIT,355.99,UPI,SUCCESS
TXN-200566,CUST-1020,2026-03-30,Blinkit,Food & Dining,DEBIT,2470.19,Debit Card,SUCCESS
TXN-200567,CUST-1043,2026-04-26,Decathlon,Shopping,DEBIT,2976.0,UPI,SUCCESS
TXN-200568,CUST-1093,2026-03-18,YouTube Premium,Entertainment,DEBIT,855.78,UPI,SUCCESS
TXN-200569,CUST-1005,2026-06-02,Amazon,Shopping,DEBIT,412.93,UPI,SUCCESS
TXN-200570,CUST-1074,2026-06-28,Domino's,Food & Dining,DEBIT,702.24,Debit Card,SUCCESS
TXN-200571,CUST-1043,2026-06-19,Udemy,Education,DEBIT,6754.14,Net Banking,SUCCESS
TXN-200572,CUST-1113,2026-03-08,Zomato,Food & Dining,DEBIT,1024.86,Net Banking,SUCCESS
TXN-200573,CUST-1060,2026-05-19,Zomato,Food & Dining,DEBIT,1395.81,UPI,SUCCESS
TXN-200574,CUST-1037,2026-04-04,Training Institute,Education,DEBIT,4486.81,Debit Card,SUCCESS
TXN-200575,CUST-1065,2026-07-06,1mg,Healthcare,DEBIT,7135.81,UPI,SUCCESS
TXN-200576,CUST-1102,2026-01-14,Decathlon,Shopping,DEBIT,4606.25,Debit Card,SUCCESS
TXN-200577,CUST-1034,2026-02-13,Swiggy,Food & Dining,DEBIT,3449.62,UPI,SUCCESS
TXN-200578,CUST-1085,2026-08-16,Starbucks,Food & Dining,DEBIT,1819.23,Debit Card,SUCCESS
TXN-200579,CUST-1105,2026-07-20,Uber,Travel,DEBIT,6588.79,UPI,SUCCESS
TXN-200580,CUST-1080,2026-01-26,Blinkit,Food & Dining,DEBIT,1480.13,Credit Card,SUCCESS
TXN-200581,CUST-1076,2026-07-27,Jio,Bills & Utilities,DEBIT,185.05,Net Banking,SUCCESS
TXN-200582,CUST-1032,2026-01-09,Zomato,Food & Dining,DEBIT,5896.66,Debit Card,SUCCESS
TXN-200583,CUST-1027,2026-03-30,Spotify,Entertainment,DEBIT,7406.7,Credit Card,SUCCESS
TXN-200584,CUST-1102,2026-01-18,Training Institute,Education,DEBIT,398.06,Credit Card,SUCCESS
TXN-200585,CUST-1009,2026-07-12,Ola,Travel,DEBIT,6946.44,UPI,SUCCESS
TXN-200586,CUST-1084,2026-07-21,Decathlon,Shopping,DEBIT,7773.69,Debit Card,SUCCESS
TXN-200587,CUST-1096,2026-05-07,Water Bill,Bills & Utilities,DEBIT,1166.04,Credit Card,SUCCESS
TXN-200588,CUST-1101,2026-07-10,Decathlon,Shopping,DEBIT,4764.01,Net Banking,SUCCESS
TXN-200589,CUST-1112,2026-06-13,BookMyShow,Entertainment,DEBIT,6009.39,UPI,SUCCESS
TXN-200590,CUST-1033,2026-07-20,Spotify,Entertainment,DEBIT,1996.84,Net Banking,SUCCESS
TXN-200591,CUST-1117,2026-08-13,Metro,Travel,DEBIT,7127.33,UPI,SUCCESS
TXN-200592,CUST-1081,2026-07-20,Decathlon,Shopping,DEBIT,6213.87,Credit Card,SUCCESS
TXN-200593,CUST-1030,2026-04-14,Bookstore,Education,DEBIT,5339.91,Net Banking,SUCCESS
TXN-200594,CUST-1078,2026-01-02,Amazon,Shopping,DEBIT,7612.83,Net Banking,SUCCESS
TXN-200595,CUST-1019,2026-06-04,Flipkart,Shopping,DEBIT,4408.69,UPI,SUCCESS
TXN-200596,CUST-1005,2026-08-05,Flipkart,Shopping,DEBIT,2753.0,Credit Card,SUCCESS
TXN-200597,CUST-1085,2026-08-16,Croma,Shopping,DEBIT,6476.34,UPI,SUCCESS
TXN-200598,CUST-1106,2026-06-10,Zomato,Food & Dining,DEBIT,3178.39,Credit Card,SUCCESS
TXN-200599,CUST-1045,2026-04-03,Starbucks,Food & Dining,DEBIT,7067.49,Net Banking,SUCCESS
TXN-200600,CUST-1065,2026-03-23,Coursera,Education,DEBIT,6868.28,Debit Card,SUCCESS
TXN-200601,CUST-1023,2026-01-03,Swiggy,Food & Dining,DEBIT,7565.54,Net Banking,SUCCESS
TXN-200602,CUST-1046,2026-06-18,Blinkit,Food & Dining,DEBIT,897.17,Net Banking,SUCCESS
TXN-200603,CUST-1086,2026-07-12,PharmEasy,Healthcare,DEBIT,699.63,Credit Card,SUCCESS
TXN-200604,CUST-1085,2026-03-17,Decathlon,Shopping,DEBIT,5092.2,Net Banking,SUCCESS
TXN-200605,CUST-1117,2026-07-27,Water Bill,Bills & Utilities,DEBIT,3997.39,UPI,SUCCESS
TXN-200606,CUST-1016,2026-08-02,PharmEasy,Healthcare,DEBIT,3637.1,Debit Card,SUCCESS
TXN-200607,CUST-1042,2026-07-11,Ajio,Shopping,DEBIT,1182.24,Credit Card,SUCCESS
TXN-200608,CUST-1066,2026-05-31,Apollo Pharmacy,Healthcare,DEBIT,7981.87,Debit Card,SUCCESS
TXN-200609,CUST-1081,2026-06-14,Coursera,Education,DEBIT,2400.25,UPI,SUCCESS
TXN-200610,CUST-1104,2026-04-15,Water Bill,Bills & Utilities,DEBIT,3994.64,Credit Card,SUCCESS
TXN-200611,CUST-1107,2026-03-13,Croma,Shopping,DEBIT,4016.52,UPI,SUCCESS
TXN-200612,CUST-1026,2026-03-30,Apollo Pharmacy,Healthcare,DEBIT,1380.98,Debit Card,SUCCESS
TXN-200613,CUST-1050,2026-01-14,IRCTC,Travel,DEBIT,7700.79,Debit Card,SUCCESS
TXN-200614,CUST-1042,2026-05-02,Haldiram's,Food & Dining,DEBIT,3284.31,Credit Card,SUCCESS
TXN-200615,CUST-1061,2026-03-23,Flipkart,Shopping,DEBIT,988.5,Net Banking,SUCCESS
TXN-200616,CUST-1100,2026-04-15,IRCTC,Travel,DEBIT,447.18,Credit Card,SUCCESS
TXN-200617,CUST-1109,2026-05-01,Water Bill,Bills & Utilities,DEBIT,6045.79,Credit Card,SUCCESS
TXN-200618,CUST-1068,2026-07-03,MedPlus,Healthcare,DEBIT,6826.16,UPI,SUCCESS
TXN-200619,CUST-1069,2026-07-17,Blinkit,Food & Dining,DEBIT,4575.15,Credit Card,SUCCESS
TXN-200620,CUST-1032,2026-04-03,Swiggy,Food & Dining,DEBIT,7017.24,UPI,SUCCESS
TXN-200621,CUST-1107,2026-06-23,Netflix,Entertainment,DEBIT,7447.27,Debit Card,SUCCESS
TXN-200622,CUST-1089,2026-07-05,Uber,Travel,DEBIT,6219.42,Net Banking,SUCCESS
TXN-200623,CUST-1044,2026-07-22,Water Bill,Bills & Utilities,DEBIT,3201.3,Credit Card,SUCCESS
TXN-200624,CUST-1019,2026-02-17,Indane Gas,Bills & Utilities,DEBIT,5911.71,Net Banking,SUCCESS
TXN-200625,CUST-1044,2026-03-15,Blinkit,Food & Dining,DEBIT,621.0,Net Banking,SUCCESS
TXN-200626,CUST-1086,2026-01-01,Spotify,Entertainment,DEBIT,4664.8,Net Banking,SUCCESS
TXN-200627,CUST-1109,2026-07-06,Blinkit,Food & Dining,DEBIT,6328.94,Debit Card,SUCCESS
TXN-200628,CUST-1031,2026-06-21,Netflix,Entertainment,DEBIT,7196.86,UPI,SUCCESS
TXN-200629,CUST-1049,2026-07-30,Bookstore,Education,DEBIT,1137.1,Net Banking,SUCCESS
TXN-200630,CUST-1099,2026-03-12,Indane Gas,Bills & Utilities,DEBIT,4878.3,Credit Card,SUCCESS
TXN-200631,CUST-1047,2026-02-27,Decathlon,Shopping,DEBIT,4595.03,UPI,SUCCESS
TXN-200632,CUST-1016,2026-06-29,IRCTC,Travel,DEBIT,1825.3,Net Banking,SUCCESS
TXN-200633,CUST-1065,2026-02-05,Amazon,Shopping,DEBIT,7820.45,UPI,SUCCESS
TXN-200634,CUST-1062,2026-07-31,Myntra,Shopping,DEBIT,2423.78,Credit Card,SUCCESS
TXN-200635,CUST-1028,2026-05-16,Rapido,Travel,DEBIT,6368.4,Debit Card,SUCCESS
TXN-200636,CUST-1092,2026-07-27,Uber,Travel,DEBIT,1861.6,Debit Card,SUCCESS
TXN-200637,CUST-1048,2026-05-10,Swiggy,Food & Dining,DEBIT,7640.71,Credit Card,SUCCESS
TXN-200638,CUST-1050,2026-05-30,Starbucks,Food & Dining,DEBIT,7640.77,Net Banking,SUCCESS
TXN-200639,CUST-1008,2026-08-11,MedPlus,Healthcare,DEBIT,7694.59,Credit Card,SUCCESS
TXN-200640,CUST-1062,2026-03-06,Starbucks,Food & Dining,DEBIT,1156.57,Net Banking,SUCCESS
TXN-200641,CUST-1059,2026-08-14,Jio,Bills & Utilities,DEBIT,2799.27,Debit Card,SUCCESS
TXN-200642,CUST-1025,2026-02-12,Amazon,Shopping,DEBIT,5914.35,UPI,SUCCESS
TXN-200643,CUST-1096,2026-02-20,Spotify,Entertainment,DEBIT,6209.2,Debit Card,SUCCESS
TXN-200644,CUST-1038,2026-06-29,Netflix,Entertainment,DEBIT,7367.57,UPI,SUCCESS
TXN-200645,CUST-1107,2026-02-22,Decathlon,Shopping,DEBIT,5803.69,Credit Card,SUCCESS
TXN-200646,CUST-1081,2026-06-10,Domino's,Food & Dining,DEBIT,7932.6,Credit Card,SUCCESS
TXN-200647,CUST-1046,2026-07-09,Haldiram's,Food & Dining,DEBIT,7201.98,Net Banking,SUCCESS
TXN-200648,CUST-1020,2026-03-29,Domino's,Food & Dining,DEBIT,6242.02,Net Banking,SUCCESS
TXN-200649,CUST-1102,2026-01-22,MedPlus,Healthcare,DEBIT,3862.31,Debit Card,SUCCESS
TXN-200650,CUST-1066,2026-05-16,MakeMyTrip,Travel,DEBIT,1753.38,Credit Card,SUCCESS
TXN-200651,CUST-1105,2026-02-19,Indane Gas,Bills & Utilities,DEBIT,3550.3,Net Banking,SUCCESS
TXN-200652,CUST-1018,2026-08-04,Amazon,Shopping,DEBIT,977.92,Net Banking,SUCCESS
TXN-200653,CUST-1101,2026-07-28,Netflix,Entertainment,DEBIT,3763.32,UPI,SUCCESS
TXN-200654,CUST-1010,2026-05-27,IRCTC,Travel,DEBIT,2773.76,Net Banking,SUCCESS
TXN-200655,CUST-1001,2026-06-13,1mg,Healthcare,DEBIT,1715.11,Credit Card,SUCCESS
TXN-200656,CUST-1113,2026-01-27,Zomato,Food & Dining,DEBIT,7564.09,Net Banking,SUCCESS
TXN-200657,CUST-1088,2026-05-30,PharmEasy,Healthcare,DEBIT,6117.36,UPI,SUCCESS
TXN-200658,CUST-1087,2026-02-13,Decathlon,Shopping,DEBIT,7920.4,Net Banking,SUCCESS
TXN-200659,CUST-1016,2026-05-01,MakeMyTrip,Travel,DEBIT,4832.67,UPI,SUCCESS
TXN-200660,CUST-1030,2026-07-24,Udemy,Education,DEBIT,3199.2,Debit Card,SUCCESS
TXN-200661,CUST-1032,2026-07-09,Airtel,Bills & Utilities,DEBIT,7273.15,Debit Card,SUCCESS
TXN-200662,CUST-1052,2026-01-10,Myntra,Shopping,DEBIT,7535.23,Debit Card,SUCCESS
TXN-200663,CUST-1082,2026-01-12,Training Institute,Education,DEBIT,2177.34,Debit Card,SUCCESS
TXN-200664,CUST-1014,2026-05-03,Airtel,Bills & Utilities,DEBIT,1576.81,Debit Card,SUCCESS
TXN-200665,CUST-1101,2026-03-24,Haldiram's,Food & Dining,DEBIT,7339.17,UPI,SUCCESS
TXN-200666,CUST-1106,2026-01-08,Uber,Travel,DEBIT,4069.55,UPI,SUCCESS
TXN-200667,CUST-1038,2026-06-19,MakeMyTrip,Travel,DEBIT,3235.97,UPI,SUCCESS
TXN-200668,CUST-1107,2026-02-23,Starbucks,Food & Dining,DEBIT,6511.25,Net Banking,SUCCESS
TXN-200669,CUST-1027,2026-07-01,Water Bill,Bills & Utilities,DEBIT,7868.12,UPI,SUCCESS
TXN-200670,CUST-1012,2026-04-01,Jio,Bills & Utilities,DEBIT,6812.87,UPI,SUCCESS
TXN-200671,CUST-1098,2026-03-12,Flipkart,Shopping,DEBIT,1267.8,Credit Card,SUCCESS
TXN-200672,CUST-1006,2026-01-02,Swiggy,Food & Dining,DEBIT,5494.73,Debit Card,SUCCESS
TXN-200673,CUST-1119,2026-04-27,Coursera,Education,DEBIT,7339.59,UPI,SUCCESS
TXN-200674,CUST-1094,2026-08-03,Swiggy,Food & Dining,DEBIT,5393.97,Debit Card,SUCCESS
TXN-200675,CUST-1008,2026-04-21,Spotify,Entertainment,DEBIT,4987.89,Credit Card,SUCCESS
TXN-200676,CUST-1101,2026-06-30,Domino's,Food & Dining,DEBIT,6785.72,UPI,SUCCESS
TXN-200677,CUST-1021,2026-01-25,Blinkit,Food & Dining,DEBIT,5281.56,Net Banking,SUCCESS
TXN-200678,CUST-1097,2026-08-03,Electricity Board,Bills & Utilities,DEBIT,2266.15,Debit Card,SUCCESS
TXN-200679,CUST-1030,2026-05-18,Starbucks,Food & Dining,DEBIT,7101.64,Credit Card,SUCCESS
TXN-200680,CUST-1114,2026-07-17,BookMyShow,Entertainment,DEBIT,6377.33,Debit Card,SUCCESS
TXN-200681,CUST-1055,2026-07-31,BookMyShow,Entertainment,DEBIT,3000.29,UPI,SUCCESS
TXN-200682,CUST-1007,2026-02-11,Blinkit,Food & Dining,DEBIT,5341.56,Debit Card,SUCCESS
TXN-200683,CUST-1067,2026-04-15,Udemy,Education,DEBIT,5217.57,Debit Card,SUCCESS
TXN-200684,CUST-1034,2026-08-15,Haldiram's,Food & Dining,DEBIT,5754.88,Debit Card,SUCCESS
TXN-200685,CUST-1089,2026-06-07,Electricity Board,Bills & Utilities,DEBIT,6049.75,Debit Card,SUCCESS
TXN-200686,CUST-1111,2026-01-08,Zomato,Food & Dining,DEBIT,5164.99,Debit Card,SUCCESS
TXN-200687,CUST-1051,2026-06-03,Domino's,Food & Dining,DEBIT,715.74,UPI,SUCCESS
TXN-200688,CUST-1019,2026-01-19,Croma,Shopping,DEBIT,991.61,Net Banking,SUCCESS
TXN-200689,CUST-1036,2026-05-11,Water Bill,Bills & Utilities,DEBIT,1505.34,UPI,SUCCESS
TXN-200690,CUST-1089,2026-04-12,Myntra,Shopping,DEBIT,3614.93,UPI,SUCCESS
TXN-200691,CUST-1107,2026-04-28,Myntra,Shopping,DEBIT,342.51,Debit Card,SUCCESS
TXN-200692,CUST-1086,2026-02-23,BookMyShow,Entertainment,DEBIT,2293.43,UPI,SUCCESS
TXN-200693,CUST-1021,2026-01-19,MedPlus,Healthcare,DEBIT,5323.64,Debit Card,SUCCESS
TXN-200694,CUST-1008,2026-05-04,Haldiram's,Food & Dining,DEBIT,2106.13,UPI,SUCCESS
TXN-200695,CUST-1038,2026-02-27,Swiggy,Food & Dining,DEBIT,2219.78,Debit Card,SUCCESS
TXN-200696,CUST-1093,2026-04-01,Myntra,Shopping,DEBIT,1193.04,Credit Card,SUCCESS
TXN-200697,CUST-1015,2026-02-12,Ola,Travel,DEBIT,7282.99,Debit Card,SUCCESS
TXN-200698,CUST-1004,2026-04-08,Coursera,Education,DEBIT,5224.04,Debit Card,SUCCESS
TXN-200699,CUST-1083,2026-08-07,Ajio,Shopping,DEBIT,2177.08,UPI,SUCCESS
TXN-200700,CUST-1048,2026-06-19,Myntra,Shopping,DEBIT,2326.55,Net Banking,SUCCESS
TXN-200701,CUST-1072,2026-01-30,Blinkit,Food & Dining,DEBIT,3988.04,Net Banking,SUCCESS
TXN-200702,CUST-1117,2026-05-03,1mg,Healthcare,DEBIT,3464.04,UPI,SUCCESS
TXN-200703,CUST-1057,2026-01-18,Haldiram's,Food & Dining,DEBIT,1988.73,Credit Card,SUCCESS
TXN-200704,CUST-1062,2026-01-19,Metro,Travel,DEBIT,1805.35,Net Banking,SUCCESS
TXN-200705,CUST-1031,2026-04-21,Rapido,Travel,DEBIT,1448.13,Credit Card,SUCCESS
TXN-200706,CUST-1060,2026-01-22,Ajio,Shopping,DEBIT,6301.98,Debit Card,SUCCESS
TXN-200707,CUST-1013,2026-04-26,Ola,Travel,DEBIT,2316.97,Credit Card,SUCCESS
TXN-200708,CUST-1062,2026-06-30,Bookstore,Education,DEBIT,1521.78,UPI,SUCCESS
TXN-200709,CUST-1004,2026-07-27,Metro,Travel,DEBIT,3815.4,UPI,SUCCESS
TXN-200710,CUST-1086,2026-03-01,Spotify,Entertainment,DEBIT,5243.98,Debit Card,SUCCESS
TXN-200711,CUST-1095,2026-08-16,Udemy,Education,DEBIT,6872.8,Credit Card,SUCCESS
TXN-200712,CUST-1030,2026-06-16,Swiggy,Food & Dining,DEBIT,4823.86,UPI,SUCCESS
TXN-200713,CUST-1057,2026-08-06,Zomato,Food & Dining,DEBIT,6730.2,Credit Card,SUCCESS
TXN-200714,CUST-1009,2026-05-30,Haldiram's,Food & Dining,DEBIT,297.71,Debit Card,SUCCESS
TXN-200715,CUST-1062,2026-05-04,Domino's,Food & Dining,DEBIT,4142.06,Net Banking,SUCCESS
TXN-200716,CUST-1028,2026-02-24,Ola,Travel,DEBIT,6687.96,Debit Card,SUCCESS
TXN-200717,CUST-1029,2026-07-20,Flipkart,Shopping,DEBIT,350.96,Debit Card,SUCCESS
TXN-200718,CUST-1073,2026-06-21,Electricity Board,Bills & Utilities,DEBIT,6183.24,Debit Card,SUCCESS
TXN-200719,CUST-1104,2026-01-01,Domino's,Food & Dining,DEBIT,4892.53,Net Banking,SUCCESS
TXN-200720,CUST-1034,2026-07-02,Myntra,Shopping,DEBIT,4540.62,Credit Card,SUCCESS
TXN-200721,CUST-1067,2026-02-08,1mg,Healthcare,DEBIT,4693.16,UPI,SUCCESS
TXN-200722,CUST-1075,2026-04-19,Haldiram's,Food & Dining,DEBIT,6341.13,Credit Card,SUCCESS
TXN-200723,CUST-1020,2026-06-19,Blinkit,Food & Dining,DEBIT,2224.58,Net Banking,SUCCESS
TXN-200724,CUST-1014,2026-04-22,Apollo Pharmacy,Healthcare,DEBIT,7241.32,UPI,SUCCESS
TXN-200725,CUST-1054,2026-02-14,Apollo Pharmacy,Healthcare,DEBIT,4282.12,Credit Card,SUCCESS
TXN-200726,CUST-1075,2026-06-17,Airtel,Bills & Utilities,DEBIT,3625.57,Net Banking,SUCCESS
TXN-200727,CUST-1048,2026-05-31,Indane Gas,Bills & Utilities,DEBIT,7702.76,Debit Card,SUCCESS
TXN-200728,CUST-1074,2026-06-01,PharmEasy,Healthcare,DEBIT,1534.05,Credit Card,SUCCESS
TXN-200729,CUST-1068,2026-04-16,Flipkart,Shopping,DEBIT,5451.45,UPI,SUCCESS
TXN-200730,CUST-1061,2026-01-15,Ola,Travel,DEBIT,5409.66,UPI,SUCCESS
TXN-200731,CUST-1091,2026-03-29,Jio,Bills & Utilities,DEBIT,3777.49,Credit Card,SUCCESS
TXN-200732,CUST-1012,2026-03-01,Coursera,Education,DEBIT,4386.09,Net Banking,SUCCESS
TXN-200733,CUST-1095,2026-07-11,Blinkit,Food & Dining,DEBIT,2941.46,Net Banking,SUCCESS
TXN-200734,CUST-1082,2026-02-02,Coursera,Education,DEBIT,7043.43,UPI,SUCCESS
TXN-200735,CUST-1079,2026-02-04,PharmEasy,Healthcare,DEBIT,5206.31,Net Banking,SUCCESS
TXN-200736,CUST-1046,2026-03-27,IRCTC,Travel,DEBIT,5665.04,Net Banking,SUCCESS
TXN-200737,CUST-1003,2026-07-27,Decathlon,Shopping,DEBIT,5440.11,Debit Card,SUCCESS
TXN-200738,CUST-1099,2026-01-30,Bookstore,Education,DEBIT,6700.76,Debit Card,SUCCESS
TXN-200739,CUST-1099,2026-06-30,Ola,Travel,DEBIT,3016.79,Credit Card,SUCCESS
TXN-200740,CUST-1077,2026-02-11,YouTube Premium,Entertainment,DEBIT,6812.26,UPI,SUCCESS
TXN-200741,CUST-1053,2026-01-04,Metro,Travel,DEBIT,4529.2,UPI,SUCCESS
TXN-200742,CUST-1011,2026-01-02,Spotify,Entertainment,DEBIT,131.09,Debit Card,SUCCESS
TXN-200743,CUST-1031,2026-07-02,Netflix,Entertainment,DEBIT,289.14,UPI,SUCCESS
TXN-200744,CUST-1043,2026-02-20,Swiggy,Food & Dining,DEBIT,4226.37,Credit Card,SUCCESS
TXN-200745,CUST-1034,2026-07-11,Flipkart,Shopping,DEBIT,534.35,UPI,SUCCESS
TXN-200746,CUST-1080,2026-03-09,Swiggy,Food & Dining,DEBIT,5603.35,Credit Card,SUCCESS
TXN-200747,CUST-1044,2026-08-11,Indane Gas,Bills & Utilities,DEBIT,3985.15,Debit Card,SUCCESS
TXN-200748,CUST-1097,2026-05-24,Spotify,Entertainment,DEBIT,6727.59,Net Banking,SUCCESS
TXN-200749,CUST-1040,2026-07-03,Swiggy,Food & Dining,DEBIT,6435.75,UPI,SUCCESS
TXN-200750,CUST-1091,2026-02-08,Haldiram's,Food & Dining,DEBIT,6451.69,Debit Card,SUCCESS
TXN-200751,CUST-1073,2026-07-31,Water Bill,Bills & Utilities,DEBIT,1191.85,Debit Card,SUCCESS
TXN-200752,CUST-1082,2026-02-25,Haldiram's,Food & Dining,DEBIT,2003.29,Credit Card,SUCCESS
TXN-200753,CUST-1093,2026-05-14,Uber,Travel,DEBIT,344.15,UPI,SUCCESS
TXN-200754,CUST-1092,2026-03-16,Blinkit,Food & Dining,DEBIT,3688.5,Debit Card,SUCCESS
TXN-200755,CUST-1085,2026-02-22,Bookstore,Education,DEBIT,1136.7,UPI,SUCCESS
TXN-200756,CUST-1091,2026-07-17,Decathlon,Shopping,DEBIT,5481.48,Credit Card,SUCCESS
TXN-200757,CUST-1008,2026-05-14,Indane Gas,Bills & Utilities,DEBIT,2592.46,Credit Card,SUCCESS
TXN-200758,CUST-1023,2026-05-12,Blinkit,Food & Dining,DEBIT,7030.52,Net Banking,SUCCESS
TXN-200759,CUST-1065,2026-03-24,Blinkit,Food & Dining,DEBIT,4218.22,Credit Card,SUCCESS
TXN-200760,CUST-1100,2026-05-02,Uber,Travel,DEBIT,939.1,UPI,SUCCESS
TXN-200761,CUST-1033,2026-04-22,Decathlon,Shopping,DEBIT,4157.09,Net Banking,SUCCESS
TXN-200762,CUST-1054,2026-05-03,Bookstore,Education,DEBIT,4326.35,Credit Card,SUCCESS
TXN-200763,CUST-1012,2026-01-27,Electricity Board,Bills & Utilities,DEBIT,1151.1,Debit Card,SUCCESS
TXN-200764,CUST-1039,2026-06-25,Metro,Travel,DEBIT,641.47,Credit Card,SUCCESS
TXN-200765,CUST-1090,2026-01-22,Swiggy,Food & Dining,DEBIT,5755.4,UPI,SUCCESS
TXN-200766,CUST-1068,2026-07-16,Airtel,Bills & Utilities,DEBIT,5631.24,Credit Card,SUCCESS
TXN-200767,CUST-1053,2026-05-17,Ola,Travel,DEBIT,1993.27,Net Banking,SUCCESS
TXN-200768,CUST-1047,2026-04-20,Airtel,Bills & Utilities,DEBIT,7139.81,Net Banking,PENDING
TXN-200769,CUST-1095,2026-01-30,Blinkit,Food & Dining,DEBIT,7243.61,Net Banking,SUCCESS
TXN-200770,CUST-1037,2026-02-17,MakeMyTrip,Travel,DEBIT,3206.29,Debit Card,SUCCESS
TXN-200771,CUST-1118,2026-02-03,Water Bill,Bills & Utilities,DEBIT,945.3,Credit Card,SUCCESS
TXN-200772,CUST-1061,2026-01-08,Blinkit,Food & Dining,DEBIT,1273.33,Credit Card,SUCCESS
TXN-200773,CUST-1044,2026-07-06,Jio,Bills & Utilities,DEBIT,5311.25,UPI,SUCCESS
TXN-200774,CUST-1045,2026-08-09,Swiggy,Food & Dining,DEBIT,6320.91,Credit Card,SUCCESS
TXN-200775,CUST-1042,2026-01-10,Coursera,Education,DEBIT,6803.1,Credit Card,SUCCESS
TXN-200776,CUST-1046,2026-03-19,Ajio,Shopping,DEBIT,3088.12,UPI,SUCCESS
TXN-200777,CUST-1053,2026-01-04,1mg,Healthcare,DEBIT,6553.99,UPI,PENDING
TXN-200778,CUST-1020,2026-07-06,Domino's,Food & Dining,DEBIT,2100.42,Credit Card,SUCCESS
TXN-200779,CUST-1031,2026-08-03,Croma,Shopping,DEBIT,5734.7,UPI,SUCCESS
TXN-200780,CUST-1041,2026-08-05,Zomato,Food & Dining,DEBIT,6871.69,UPI,SUCCESS
TXN-200781,CUST-1059,2026-08-04,IRCTC,Travel,DEBIT,3814.73,Net Banking,SUCCESS
TXN-200782,CUST-1094,2026-08-11,BookMyShow,Entertainment,DEBIT,2951.13,UPI,SUCCESS
TXN-200783,CUST-1116,2026-03-25,Apollo Pharmacy,Healthcare,DEBIT,1894.05,UPI,SUCCESS
TXN-200784,CUST-1026,2026-05-08,Water Bill,Bills & Utilities,DEBIT,5156.59,Credit Card,SUCCESS
TXN-200785,CUST-1081,2026-04-07,Croma,Shopping,DEBIT,3816.74,Credit Card,SUCCESS
TXN-200786,CUST-1046,2026-03-21,Indane Gas,Bills & Utilities,DEBIT,7324.85,UPI,SUCCESS
TXN-200787,CUST-1086,2026-04-17,Zomato,Food & Dining,DEBIT,1742.68,Credit Card,SUCCESS
TXN-200788,CUST-1016,2026-06-18,Indane Gas,Bills & Utilities,DEBIT,375.59,Net Banking,SUCCESS
TXN-200789,CUST-1012,2026-02-03,Myntra,Shopping,DEBIT,4237.07,Credit Card,SUCCESS
